"@timestamp","process.name","process.memory.pct","system.process.memory.rss.bytes","process.cpu.pct"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","0.9%",141MB,"4.3%"
"Aug 27, 2021 @ 00:33:37.615","dwm.exe","1.3%",212MB,"2%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","3.5%","571.1MB","1.9%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","2.3%","373.8MB","1.2%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","2%",333MB,"0.9%"
"Aug 27, 2021 @ 00:33:37.615","pycharm64.exe","6.5%",1GB,"0.3%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","5.4%","876.4MB","0%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","3.3%","542.6MB","0.1%"
"Aug 27, 2021 @ 00:33:37.615","firefox.exe","2.7%","437.9MB","0%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","0.9%","140.1MB","6%"
"Aug 27, 2021 @ 00:33:27.620","sqlservr.exe","0.4%","58.3MB","2.4%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","3.5%","569.6MB","1.4%"
"Aug 27, 2021 @ 00:33:27.620","dwm.exe","1.2%","187.2MB","1.4%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","2.3%","367.5MB","0.9%"
"Aug 27, 2021 @ 00:33:27.620","pycharm64.exe","6.5%",1GB,"0.1%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","5.4%","876.7MB","0%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","3.3%","542.8MB","0%"
"Aug 27, 2021 @ 00:33:27.620","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","0.9%",140MB,"6.8%"
"Aug 27, 2021 @ 00:33:17.615","dwm.exe","1.1%",179MB,"1.7%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","3.5%","565.6MB","1.4%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","2.2%","357.5MB","0.9%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","2%","330.8MB","0.6%"
"Aug 27, 2021 @ 00:33:17.615","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","5.4%","876.7MB","0.1%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","3.3%","543.1MB","0.1%"
"Aug 27, 2021 @ 00:33:17.615","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","0.9%","138.8MB","4.7%"
"Aug 27, 2021 @ 00:33:07.611","python.exe","0.7%",109MB,"3.4%"
"Aug 27, 2021 @ 00:33:07.611","dwm.exe","1.1%",179MB,"1.3%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","3.5%","563.2MB","1.3%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","2%","331.3MB","0.9%"
"Aug 27, 2021 @ 00:33:07.611","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","5.4%","875.8MB","0%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","3.3%","542.3MB","0%"
"Aug 27, 2021 @ 00:33:07.611","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:32:57.611","pycharm64.exe","6.5%",1GB,"2.9%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","0.8%","132.1MB","1.4%"
"Aug 27, 2021 @ 00:32:57.611","dwm.exe","1.2%","199.7MB","1.4%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","3.4%","559.7MB","0.8%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","2.3%","367.7MB","0.4%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","5.4%","875.7MB","0.1%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","3.3%","542.4MB","0%"
"Aug 27, 2021 @ 00:32:57.611","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:32:47.611","pycharm64.exe","6.5%",1GB,"6.5%"
"Aug 27, 2021 @ 00:32:47.611","dwm.exe","1%","165.8MB","0.9%"
"Aug 27, 2021 @ 00:32:47.611","firefox.exe","2%","331.3MB","0.6%"
"Aug 27, 2021 @ 00:32:47.611","explorer.exe","0.7%","110.1MB","0.4%"
"Aug 27, 2021 @ 00:32:47.611","Discord.exe","0.8%","125.7MB","0.3%"
"Aug 27, 2021 @ 00:32:47.611","firefox.exe","5.4%","879.3MB","0%"
"Aug 27, 2021 @ 00:32:47.611","firefox.exe","3.7%","607.1MB","0.3%"
"Aug 27, 2021 @ 00:32:47.611","firefox.exe","3.4%","547.1MB","0%"
"Aug 27, 2021 @ 00:32:47.611","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","0.9%",141MB,"3%"
"Aug 27, 2021 @ 00:32:37.613","pycharm64.exe","6.5%",1GB,"1.5%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","4.1%","666.4MB","1.4%"
"Aug 27, 2021 @ 00:32:37.613","dwm.exe","1.4%","219.3MB","1.4%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","2%","331.6MB","1.3%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","5.4%","879.5MB","0%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","3.4%",547MB,"0%"
"Aug 27, 2021 @ 00:32:37.613","firefox.exe","2.7%","438.1MB","0%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","0.9%","140.8MB","5.1%"
"Aug 27, 2021 @ 00:32:27.611","sqlservr.exe","0.4%","58.4MB","1.6%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","4.1%","659.8MB","1.5%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","2%","329.8MB","1.3%"
"Aug 27, 2021 @ 00:32:27.611","dwm.exe","1.3%","209.4MB","1.2%"
"Aug 27, 2021 @ 00:32:27.611","pycharm64.exe","6.5%",1GB,"0.5%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","5.4%","879.7MB","0%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","3.4%","547.3MB","0%"
"Aug 27, 2021 @ 00:32:27.611","firefox.exe","2.7%","437.8MB","0%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","0.9%","142.1MB","3.8%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","4%",652MB,"1.9%"
"Aug 27, 2021 @ 00:32:17.612","dwm.exe","1.2%","194.5MB","1.6%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","2.1%","334.9MB","1.4%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","2.3%","371.5MB","1.1%"
"Aug 27, 2021 @ 00:32:17.612","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","5.4%","880.1MB","0.2%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","3.4%","547.6MB","0.1%"
"Aug 27, 2021 @ 00:32:17.612","firefox.exe","2.7%","437.8MB","0%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","0.8%","130.5MB","4.4%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","3.9%","639.4MB","2.1%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","2%","331.1MB","1.7%"
"Aug 27, 2021 @ 00:32:07.615","dwm.exe","1.2%","194.5MB","1.3%"
"Aug 27, 2021 @ 00:32:07.615","python.exe","0.8%","134.5MB","1.2%"
"Aug 27, 2021 @ 00:32:07.615","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","5.4%","881.1MB","0%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","3.4%",547MB,"0.1%"
"Aug 27, 2021 @ 00:32:07.615","firefox.exe","2.7%","437.8MB","0%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","3.9%","629.6MB","2.9%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","2%","331.6MB","2.1%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","2.5%","403.7MB","1.6%"
"Aug 27, 2021 @ 00:31:57.614","dwm.exe","1.4%","230.1MB","1.2%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","0.8%","125.7MB","0.8%"
"Aug 27, 2021 @ 00:31:57.614","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","5.4%","881.8MB","0.1%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","3.4%",547MB,"0.1%"
"Aug 27, 2021 @ 00:31:57.614","firefox.exe","2.7%","437.8MB","0%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","3.9%","626.8MB","1.3%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","2%","329.6MB","0.9%"
"Aug 27, 2021 @ 00:31:47.614","dwm.exe","1.2%","199.2MB","0.9%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","2.4%","394.8MB","0.9%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","2.7%","438.1MB","0.7%"
"Aug 27, 2021 @ 00:31:47.614","pycharm64.exe","6.5%",1GB,"0.6%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","5.4%","879.6MB","0%"
"Aug 27, 2021 @ 00:31:47.614","firefox.exe","3.4%",547MB,"0%"
"Aug 27, 2021 @ 00:31:37.618","pycharm64.exe","6.5%",1GB,"4.2%"
"Aug 27, 2021 @ 00:31:37.618","dwm.exe","1.2%","188.5MB","0.9%"
"Aug 27, 2021 @ 00:31:37.618","Discord.exe","0.8%","125.5MB","0.4%"
"Aug 27, 2021 @ 00:31:37.618","SndVol.exe","0.1%","12.2MB","0.4%"
"Aug 27, 2021 @ 00:31:37.618","CefSharp.BrowserSubprocess.exe","0.1%","15.2MB","0.3%"
"Aug 27, 2021 @ 00:31:37.618","firefox.exe","5.4%","879.5MB","0.2%"
"Aug 27, 2021 @ 00:31:37.618","firefox.exe","3.6%","592.8MB","0%"
"Aug 27, 2021 @ 00:31:37.618","firefox.exe","3.4%","547.2MB","0%"
"Aug 27, 2021 @ 00:31:37.618","firefox.exe","2.7%","438.4MB","0%"
"Aug 27, 2021 @ 00:31:27.613","pycharm64.exe","6.5%",1GB,"3.4%"
"Aug 27, 2021 @ 00:31:27.613","dwm.exe","1.1%","180.1MB","0.8%"
"Aug 27, 2021 @ 00:31:27.613","Discord.exe","0.8%","125.5MB","0.4%"
"Aug 27, 2021 @ 00:31:27.613","SndVol.exe","0.1%","12.2MB","0.4%"
"Aug 27, 2021 @ 00:31:27.613","steam.exe","0.3%","51.1MB","0.3%"
"Aug 27, 2021 @ 00:31:27.613","firefox.exe","5.4%","876.7MB","0%"
"Aug 27, 2021 @ 00:31:27.613","firefox.exe","3.7%","593.8MB","0.1%"
"Aug 27, 2021 @ 00:31:27.613","firefox.exe","3.4%","547.7MB","0%"
"Aug 27, 2021 @ 00:31:27.613","firefox.exe","2.7%","438.3MB","0%"
"Aug 27, 2021 @ 00:31:17.612","pycharm64.exe","6.5%",1GB,"2.2%"
"Aug 27, 2021 @ 00:31:17.612","sqlservr.exe","0.4%","57.3MB","2.1%"
"Aug 27, 2021 @ 00:31:17.612","RazerCentralService.exe","0.4%","59.8MB","1.1%"
"Aug 27, 2021 @ 00:31:17.612","dwm.exe","1.1%","177.3MB","0.9%"
"Aug 27, 2021 @ 00:31:17.612","firefox.exe","2%","327.5MB","0.4%"
"Aug 27, 2021 @ 00:31:17.612","firefox.exe","5.4%","877.2MB","0.1%"
"Aug 27, 2021 @ 00:31:17.612","firefox.exe","3.6%","593.4MB","0.1%"
"Aug 27, 2021 @ 00:31:17.612","firefox.exe","3.4%","547.8MB","0.1%"
"Aug 27, 2021 @ 00:31:17.612","firefox.exe","2.7%","437.4MB","0%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","3.7%","595.4MB","2%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","2.5%","405.1MB","1.8%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","2%","330.9MB","1.7%"
"Aug 27, 2021 @ 00:31:07.611","dwm.exe","1.2%","201.3MB","1%"
"Aug 27, 2021 @ 00:31:07.611","Discord.exe","0.8%","126.2MB","0.4%"
"Aug 27, 2021 @ 00:31:07.611","pycharm64.exe","6.5%",1GB,"0.2%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","5.4%","874.8MB","0%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","3.4%",551MB,"0.2%"
"Aug 27, 2021 @ 00:31:07.611","firefox.exe","2.7%","437.7MB","0%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","2.5%","404.2MB","1.5%"
"Aug 27, 2021 @ 00:30:57.611","dwm.exe","1.3%","207.2MB","1.3%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","3.6%","577.4MB","1.1%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","2%","329.4MB","1.1%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","5.4%","874.9MB","0.8%"
"Aug 27, 2021 @ 00:30:57.611","pycharm64.exe","6.5%",1GB,"0.7%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","3.4%","551.7MB","0.2%"
"Aug 27, 2021 @ 00:30:57.611","firefox.exe","2.7%","436.4MB","0%"
"Aug 27, 2021 @ 00:30:47.618","firefox.exe","5.4%","871.1MB","0.9%"
"Aug 27, 2021 @ 00:30:47.618","dwm.exe","1%","158.9MB","0.5%"
"Aug 27, 2021 @ 00:30:47.618","CefSharp.BrowserSubprocess.exe","0.1%","15.7MB","0.4%"
"Aug 27, 2021 @ 00:30:47.618","Taskmgr.exe","0.2%","36.1MB","0.4%"
"Aug 27, 2021 @ 00:30:47.618","SndVol.exe","0.1%","12.2MB","0.3%"
"Aug 27, 2021 @ 00:30:47.618","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:30:47.618","firefox.exe","3.5%","566.2MB","0.2%"
"Aug 27, 2021 @ 00:30:47.618","firefox.exe","3.4%","546.8MB","0%"
"Aug 27, 2021 @ 00:30:47.618","firefox.exe","2.7%","434.8MB","0%"
"Aug 27, 2021 @ 00:30:37.613","dwm.exe","1%","158.9MB","0.5%"
"Aug 27, 2021 @ 00:30:37.613","CefSharp.BrowserSubprocess.exe","0.1%","15.7MB","0.3%"
"Aug 27, 2021 @ 00:30:37.613","firefox.exe","2%","326.3MB","0.3%"
"Aug 27, 2021 @ 00:30:37.613","svchost.exe","0.1%","8.1MB","0.3%"
"Aug 27, 2021 @ 00:30:37.613","steam.exe","0.3%","51.1MB","0.3%"
"Aug 27, 2021 @ 00:30:37.613","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:30:37.613","firefox.exe","5.4%","872.3MB","0.2%"
"Aug 27, 2021 @ 00:30:37.613","firefox.exe","3.5%","566.2MB","0.2%"
"Aug 27, 2021 @ 00:30:37.613","firefox.exe","3.4%","547.5MB","0%"
"Aug 27, 2021 @ 00:30:37.613","firefox.exe","2.7%","434.8MB","0%"
"Aug 27, 2021 @ 00:30:27.613","python.exe","0.7%","110.1MB","3.9%"
"Aug 27, 2021 @ 00:30:27.613","svchost.exe","0.1%","8.1MB","0.4%"
"Aug 27, 2021 @ 00:30:27.613","dwm.exe","1%","158.9MB","0.3%"
"Aug 27, 2021 @ 00:30:27.613","steam.exe","0.3%","50.9MB","0.3%"
"Aug 27, 2021 @ 00:30:27.613","metricbeat.exe","0.3%","44.5MB","0.3%"
"Aug 27, 2021 @ 00:30:27.613","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:30:27.613","firefox.exe","5.4%","876.8MB","0%"
"Aug 27, 2021 @ 00:30:27.613","firefox.exe","3.5%","574.7MB","0.1%"
"Aug 27, 2021 @ 00:30:27.613","firefox.exe","3.4%","547.5MB","0%"
"Aug 27, 2021 @ 00:30:27.613","firefox.exe","2.7%","434.8MB","0%"
"Aug 27, 2021 @ 00:30:17.613","dwm.exe","1%","158.9MB","0.4%"
"Aug 27, 2021 @ 00:30:17.613","steam.exe","0.3%","50.4MB","0.3%"
"Aug 27, 2021 @ 00:30:17.613","sqlservr.exe","0.4%","57.7MB","0.2%"
"Aug 27, 2021 @ 00:30:17.613","Taskmgr.exe","0.2%","36.1MB","0.2%"
"Aug 27, 2021 @ 00:30:17.613","Discord.exe","0.8%","127.8MB","0.2%"
"Aug 27, 2021 @ 00:30:17.613","pycharm64.exe","6.5%",1GB,"0.1%"
"Aug 27, 2021 @ 00:30:17.613","firefox.exe","5.4%","881.1MB","0.1%"
"Aug 27, 2021 @ 00:30:17.613","firefox.exe","3.5%","574.8MB","0.1%"
"Aug 27, 2021 @ 00:30:17.613","firefox.exe","3.4%","548.3MB","0.1%"
"Aug 27, 2021 @ 00:30:17.613","firefox.exe","2.7%","434.7MB","0%"
"Aug 27, 2021 @ 00:30:07.616","pycharm64.exe","6.5%",1GB,"6.9%"
"Aug 27, 2021 @ 00:30:07.616","sqlservr.exe","0.4%","57.6MB","2.1%"
"Aug 27, 2021 @ 00:30:07.616","dwm.exe","1.2%","188.7MB","0.8%"
"Aug 27, 2021 @ 00:30:07.616","svchost.exe","0.1%","8.1MB","0.3%"
"Aug 27, 2021 @ 00:30:07.616","steam.exe","0.3%","50.4MB","0.3%"
"Aug 27, 2021 @ 00:30:07.616","firefox.exe","5.4%","875.9MB","0%"
"Aug 27, 2021 @ 00:30:07.616","firefox.exe","3.5%","575.3MB","0.1%"
"Aug 27, 2021 @ 00:30:07.616","firefox.exe","3.4%",548MB,"0%"
"Aug 27, 2021 @ 00:30:07.616","firefox.exe","2.7%","434.7MB","0%"
"Aug 27, 2021 @ 00:29:57.611","pycharm64.exe","6.5%",1GB,"3.9%"
"Aug 27, 2021 @ 00:29:57.611","dwm.exe","1.1%","180.6MB","1%"
"Aug 27, 2021 @ 00:29:57.611","Discord.exe","0.8%","127.5MB","0.4%"
"Aug 27, 2021 @ 00:29:57.611","firefox.exe","2%","327.4MB","0.4%"
"Aug 27, 2021 @ 00:29:57.611","steam.exe","0.3%","50.4MB","0.3%"
"Aug 27, 2021 @ 00:29:57.611","firefox.exe","5.4%","876.1MB","0%"
"Aug 27, 2021 @ 00:29:57.611","firefox.exe","3.5%","575.1MB","0.2%"
"Aug 27, 2021 @ 00:29:57.611","firefox.exe","3.4%","547.9MB","0.1%"
"Aug 27, 2021 @ 00:29:57.611","firefox.exe","2.7%","435.4MB","0%"
"Aug 27, 2021 @ 00:29:47.610","pycharm64.exe","6.5%",1GB,"4.1%"
"Aug 27, 2021 @ 00:29:47.610","dwm.exe","1.1%","180.4MB","0.9%"
"Aug 27, 2021 @ 00:29:47.610","firefox.exe","2.7%","435.2MB","0.5%"
"Aug 27, 2021 @ 00:29:47.610","Discord.exe","0.8%","127.4MB","0.4%"
"Aug 27, 2021 @ 00:29:47.610","firefox.exe","2%","329.8MB","0.4%"
"Aug 27, 2021 @ 00:29:47.610","firefox.exe","5.4%","876.1MB","0.1%"
"Aug 27, 2021 @ 00:29:47.610","firefox.exe","3.5%","576.3MB","0.3%"
"Aug 27, 2021 @ 00:29:47.610","firefox.exe","3.4%","546.5MB","0%"
"Aug 27, 2021 @ 00:29:37.612","firefox.exe","5.4%","875.8MB","1.5%"
"Aug 27, 2021 @ 00:29:37.612","firefox.exe","3.5%","572.3MB","1.4%"
"Aug 27, 2021 @ 00:29:37.612","firefox.exe","2%","325.7MB","1.4%"
"Aug 27, 2021 @ 00:29:37.612","pycharm64.exe","6.5%",1GB,"1.2%"
"Aug 27, 2021 @ 00:29:37.612","dwm.exe","1%","158.9MB","0.9%"
"Aug 27, 2021 @ 00:29:37.612","firefox.exe","3.4%","547.2MB","0.1%"
"Aug 27, 2021 @ 00:29:37.612","firefox.exe","2.7%","434.4MB","0.1%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","2.6%","416.1MB","2.4%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","3.5%","576.3MB","2.3%"
"Aug 27, 2021 @ 00:29:27.614","dwm.exe","1.2%","202.2MB","2.1%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","2%","324.2MB","0.8%"
"Aug 27, 2021 @ 00:29:27.614","SndVol.exe","0.1%","12.2MB","0.4%"
"Aug 27, 2021 @ 00:29:27.614","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","5.5%","888.4MB","0%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","3.4%","547.3MB","0%"
"Aug 27, 2021 @ 00:29:27.614","firefox.exe","2.7%","433.6MB","0%"
"Aug 27, 2021 @ 00:29:17.623","dwm.exe","1.3%","211.8MB","2.5%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","3.5%","567.2MB","2.1%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","2.3%",373MB,"1.9%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","2%","322.7MB","0.6%"
"Aug 27, 2021 @ 00:29:17.623","SndVol.exe","0.1%","12.3MB","0.5%"
"Aug 27, 2021 @ 00:29:17.623","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","5.5%","888.2MB","0%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","3.4%","546.2MB","0.2%"
"Aug 27, 2021 @ 00:29:17.623","firefox.exe","2.7%","433.6MB","0%"
"Aug 27, 2021 @ 00:29:07.625","sqlservr.exe","0.4%","57.7MB","2.1%"
"Aug 27, 2021 @ 00:29:07.625","dwm.exe","1.3%","213.1MB","2%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","2.3%","372.8MB","1.7%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","3.5%","566.7MB","1.7%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","2%","322.6MB","0.6%"
"Aug 27, 2021 @ 00:29:07.625","pycharm64.exe","6.5%",1GB,"0.1%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","5.5%","888.3MB","0.2%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","3.3%","544.1MB","0.1%"
"Aug 27, 2021 @ 00:29:07.625","firefox.exe","2.7%","433.8MB","0%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","2.3%","376.2MB","2.6%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","3.5%","566.9MB","2.5%"
"Aug 27, 2021 @ 00:28:57.617","dwm.exe","1.3%",217MB,"2.4%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","2%","322.9MB","0.9%"
"Aug 27, 2021 @ 00:28:57.617","CefSharp.BrowserSubprocess.exe","0.1%","15.6MB","0.4%"
"Aug 27, 2021 @ 00:28:57.617","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","5.4%","886.5MB","0%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","3.3%","544.1MB","0%"
"Aug 27, 2021 @ 00:28:57.617","firefox.exe","2.7%","433.9MB","0.1%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","3.5%","562.4MB","3.1%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","2.5%","404.1MB","2.5%"
"Aug 27, 2021 @ 00:28:47.612","dwm.exe","1.4%","228.6MB","2.3%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","2%","327.4MB","1.2%"
"Aug 27, 2021 @ 00:28:47.612","explorer.exe","0.7%",111MB,"0.6%"
"Aug 27, 2021 @ 00:28:47.612","pycharm64.exe","6.5%",1GB,"0.4%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","5.4%","886.4MB","0.3%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","3.3%","544.3MB","0.1%"
"Aug 27, 2021 @ 00:28:47.612","firefox.exe","2.6%",427MB,"0%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","3.4%","552.6MB","2.3%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","2.5%","405.1MB","2.1%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","2%",324MB,"1.8%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","5.5%","887.4MB","1.3%"
"Aug 27, 2021 @ 00:28:37.611","dwm.exe","1.1%","185.3MB","1.1%"
"Aug 27, 2021 @ 00:28:37.611","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","3.3%","543.2MB","0%"
"Aug 27, 2021 @ 00:28:37.611","firefox.exe","2.6%","426.8MB","0%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","5.6%","915.5MB","1.6%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","1.9%","316.4MB","0.9%"
"Aug 27, 2021 @ 00:28:27.612","dwm.exe","1.2%",188MB,"0.8%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","2.3%","378.9MB","0.7%"
"Aug 27, 2021 @ 00:28:27.612","steam.exe","0.3%","50.4MB","0.4%"
"Aug 27, 2021 @ 00:28:27.612","pycharm64.exe","6.5%",1GB,"0.3%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","3.3%","543.5MB","0%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","3.2%",513MB,"0%"
"Aug 27, 2021 @ 00:28:27.612","firefox.exe","2.6%","427.1MB","0%"
"Aug 27, 2021 @ 00:28:17.620","dwm.exe","0.9%","144.8MB","0.6%"
"Aug 27, 2021 @ 00:28:17.620","CefSharp.BrowserSubprocess.exe","0.1%","15.5MB","0.5%"
"Aug 27, 2021 @ 00:28:17.620","steam.exe","0.3%","50.4MB","0.4%"
"Aug 27, 2021 @ 00:28:17.620","SndVol.exe","0.1%","12.2MB","0.3%"
"Aug 27, 2021 @ 00:28:17.620","Taskmgr.exe","0.2%","36.1MB","0.3%"
"Aug 27, 2021 @ 00:28:17.620","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:28:17.620","firefox.exe","5.4%",880MB,"0.1%"
"Aug 27, 2021 @ 00:28:17.620","firefox.exe","3.3%","543.8MB","0.1%"
"Aug 27, 2021 @ 00:28:17.620","firefox.exe","3.2%","512.9MB","0%"
"Aug 27, 2021 @ 00:28:17.620","firefox.exe","2.6%","426.3MB","0%"
"Aug 27, 2021 @ 00:28:07.612","python.exe","1.6%","265.6MB","6.2%"
"Aug 27, 2021 @ 00:28:07.612","dwm.exe","0.9%","144.7MB","0.2%"
"Aug 27, 2021 @ 00:28:07.612","Taskmgr.exe","0.2%","36.1MB","0.2%"
"Aug 27, 2021 @ 00:28:07.612","svchost.exe","0.1%",8MB,"0.2%"
"Aug 27, 2021 @ 00:28:07.612","steam.exe","0.3%","50.4MB","0.1%"
"Aug 27, 2021 @ 00:28:07.612","pycharm64.exe","6.5%",1GB,"0%"
"Aug 27, 2021 @ 00:28:07.612","firefox.exe","5.4%","877.9MB","0%"
"Aug 27, 2021 @ 00:28:07.612","firefox.exe","3.3%","543.2MB","0%"
"Aug 27, 2021 @ 00:28:07.612","firefox.exe","3.2%","512.9MB","0%"
"Aug 27, 2021 @ 00:28:07.612","firefox.exe","2.6%","426.3MB","0%"
"Aug 27, 2021 @ 00:27:57.614","pycharm64.exe","6.5%",1GB,"2.7%"
"Aug 27, 2021 @ 00:27:57.614","sqlservr.exe","0.4%","57.7MB","2.3%"
"Aug 27, 2021 @ 00:27:57.614","dwm.exe","1%",154MB,"0.7%"
